url,status,content_type,bytes,local_path
https://afo.birdlife.org.au/afo/public/journals/1/birdlife-australia.png?v=2,200,image/png,11993,raw/afo/public/journals/1/birdlife-australia.png__q_5e1f15b6b0
https://afo.birdlife.org.au/afo/public/journals/1/side-1.jpg,200,image/jpeg,59562,raw/afo/public/journals/1/side-1.jpg
https://afo.birdlife.org.au/afo/public/journals/1/side-2.jpg,200,image/jpeg,79421,raw/afo/public/journals/1/side-2.jpg
https://afo.birdlife.org.au/afo/public/journals/1/side-3.jpg,200,image/jpeg,215311,raw/afo/public/journals/1/side-3.jpg
https://afo.birdlife.org.au/afo/public/journals/1/side-4.jpg,200,image/jpeg,345930,raw/afo/public/journals/1/side-4.jpg
https://afo.birdlife.org.au/afo/public/journals/1/side-5.jpg,200,image/jpeg,335113,raw/afo/public/journals/1/side-5.jpg
https://afo.birdlife.org.au/afo/public/journals/1/side-6.jpg,200,image/jpeg,348976,raw/afo/public/journals/1/side-6.jpg
https://afo.birdlife.org.au/afo/public/journals/1/side-7.jpg,200,image/jpeg,129177,raw/afo/public/journals/1/side-7.jpg
https://afo.birdlife.org.au/afo/public/journals/1/side-8.jpg,200,image/jpeg,186360,raw/afo/public/journals/1/side-8.jpg
https://afo.birdlife.org.au/afo/public/journals/1/side-9.jpg,200,image/jpeg,368361,raw/afo/public/journals/1/side-9.jpg
https://afo.birdlife.org.au/afo/public/journals/1/side-10.jpg,200,image/jpeg,322089,raw/afo/public/journals/1/side-10.jpg
https://afo.birdlife.org.au/afo/public/journals/1/side-11.jpg,200,image/jpeg,268453,raw/afo/public/journals/1/side-11.jpg
https://afo.birdlife.org.au/afo/public/journals/1/side-12.jpg,200,image/jpeg,381249,raw/afo/public/journals/1/side-12.jpg
https://afo.birdlife.org.au/afo/public/journals/1/side-13.jpg,200,image/jpeg,346363,raw/afo/public/journals/1/side-13.jpg
https://afo.birdlife.org.au/afo/public/journals/1/side-14.jpg,200,image/jpeg,293613,raw/afo/public/journals/1/side-14.jpg
https://afo.birdlife.org.au/afo/lib/pkp/styles/pkp.css,200,text/css,472,raw/afo/lib/pkp/styles/pkp.css
https://afo.birdlife.org.au/afo/lib/pkp/styles/common.css,200,text/css,6334,raw/afo/lib/pkp/styles/common.css
https://afo.birdlife.org.au/afo/styles/common.css?v=68,200,text/css,11406,raw/afo/styles/common.css__q_a55f3ea970
https://afo.birdlife.org.au/afo/styles/compiled.css,200,text/css,39881,raw/afo/styles/compiled.css
https://afo.birdlife.org.au/afo/styles/sidebar.css,200,text/css,758,raw/afo/styles/sidebar.css
https://afo.birdlife.org.au/afo/styles/leftSidebar.css,200,text/css,758,raw/afo/styles/leftSidebar.css
https://afo.birdlife.org.au/afo/plugins/themes/steel/steel.css,200,text/css,4077,raw/afo/plugins/themes/steel/steel.css
https://afo.birdlife.org.au/afo/styles/kieran.css,200,text/css,685,raw/afo/styles/kieran.css
https://afo.birdlife.org.au/afo/styles/planticle.css?g,200,text/css,201,raw/afo/styles/planticle.css__q_b2f5ff4743
https://afo.birdlife.org.au/afo/lib/pkp/js/lib/jquery/plugins/jquery.tag-it.js,200,text/javascript,12452,raw/afo/lib/pkp/js/lib/jquery/plugins/jquery.tag-it.js
